word,pos,meaning,level,related,phonetic,audio
grace,名詞,優美，優雅；分別；（神の）恩寵,Sec17,,,
enlightenment,形容詞,啓蒙，啓発,Sec17,,,
commerce,名詞,商業；貿易,Sec17,,,
draft,名詞,下書き；為替手形；隙間風,Sec17,,,
barrel,名詞,バレル（液量の単位）；たる,Sec17,,,
timber,名詞,【英】 木材（≒ 【米】lumber）；樹木,Sec17,,,
garment,形容詞,衣服,Sec17,,,
thread,名詞,糸；（議論などの）筋道,Sec17,,,
cabinet,名詞,〔しばしばthe C-〕内閣；戸棚,Sec17,,,
bureau,名詞,（官庁の）局；事務局；案内所,Sec17,,,
autonomy,名詞,（個人の）自律；自治（権）；自治体,Sec17,,,
toll,名詞,損害（の程度）；死傷者数；通行料,Sec17,,,
discourse,名詞,話し合い，会話；講演；論説,Sec17,,,
superstition,名詞,迷信,Sec17,,,
glimpse,名詞,ちらりと見えること,Sec17,,,
arithmetic,形容詞,計算；算数,Sec17,,,
glossary,形容詞,用語小辞典；用語集,Sec17,,,
archive,形容詞,〔しばしば～s〕記録文書，公文書；公文書保管所；（コンピューターの）アーカイブ,Sec17,,,
legacy,名詞,遺産,Sec17,,,
anthropology,名詞,人類学,Sec17,,,
rage,名詞,激怒；猛威,Sec17,,,
sorrow,名詞,悲しみ,Sec17,,,
psychiatrist,名詞,精神科医,Sec17,,,
ward,副詞,行政区；病棟,Sec17,,,
stall,名詞,露店；エンスト；失速,Sec17,,,
flame,名詞,炎；情熱,Sec17,,,
moisture,名詞,水分；湿気,Sec17,,,
irony,名詞,皮肉,Sec17,,,
warrior,名詞,戦士,Sec17,,,
astronomy,名詞,天文学,Sec17,,,
probe,名詞,（無人）宇宙探査機；（～の）精査（into）；探り針,Sec17,,,
altitude,名詞,高度，標高,Sec17,,,
tumor,名詞,腫瘍；腫れ物,Sec17,,,
defect,名詞,欠陥；不足,Sec17,,,
sanitation,名詞,公衆衛生（学）；下水［衛生］設備,Sec17,,,
longevity,名詞,長寿；寿命；長年勤続,Sec17,,,
scope,名詞,（活動・能力などの）範囲；余地,Sec17,,,
sentiment,形容詞,感情；感想；感傷,Sec17,,,
plausible,形容詞,もっともらしい,Sec17,,,
vigorous,形容詞,精力的な；激しい；活力のある,Sec17,,,
masculine,名詞,男らしい（⇔ feminine ⇒ 1588）,Sec17,,,
rigid,名詞,厳しい；硬直した,Sec17,,,
adverse,形容詞,不都合な；逆の,Sec17,,,
coherent,形容詞,一貫した，筋の通った；結束した,Sec17,,,
literal,形容詞,文字どおりの；逐語的な；散文的な,Sec17,,,
arbitrary,形容詞,恣意的な；独断的な,Sec17,,,
anonymous,形容詞,匿名の,Sec17,,,
antique,形容詞,骨董の，アンティークの；古風な,Sec17,,,
eternal,形容詞,永遠の；不変の,Sec17,,,
intermediate,形容詞,中級の；中間の,Sec17,,,
subordinate,形容詞,（～より）下位の（to）；副次的な,Sec17,,,
gloomy,形容詞,陰気な；薄暗い；悲観的な,Sec17,,,
thermal,形容詞,熱の，熱による；保温用の,Sec17,,,
faint,形容詞,かすかな；めまいがする；弱々しい,Sec17,,,
naive,形容詞,お人よしの，愚直な；純朴な,Sec17,,,
apt,動詞/形容詞,（...する）傾向がある（to do）；適切な；利発な,Sec17,,,
arrogant,形容詞,横柄な，傲慢な,Sec17,,,
extrovert,形容詞,外向的な；社交的な,Sec17,,,
conspicuous,形容詞,目立つ,Sec17,,,
intact,形容詞,損なわれていない，手つかずの,Sec17,,,
embody,動詞,を具現する；を包含する,Sec18,,,
illuminate,動詞,を照らす；を解明する,Sec18,,,
console,動詞,を慰める,Sec18,,,
verify,動詞,の正しさを証明［確認］する,Sec18,,,
disclose,動詞,を公表する，暴く,Sec18,,,
stack,動詞,を積む，積み重ねる；〔～ upで〕（車が）渋滞する,Sec18,,,
rotate,動詞,回転する；循環する；を回転させる,Sec18,,,
constrain,動詞,に（...することを）強いる（to do）；を抑える,Sec18,,,
hinder,動詞,を妨げる,Sec18,,,
withstand,動詞,に耐える,Sec18,,,
tweet,名詞,（を）ツイートする，つぶやく,Sec18,,,
sneeze,名詞,くしゃみをする,Sec18,,,
erupt,名詞,（火山が）噴火する；勃発する,Sec18,,,
blur,動詞,をぼかす；を曇らせる；をあいまいにする,Sec18,,,
overlap,名詞,（一部）重なる；（と）重複［共通］する,Sec18,,,
embed,名詞,〔通例受身形で〕埋め込まれる，はめ込まれる,Sec18,,,
displace,動詞,に取って代わる（≒ replace）；を移動させる,Sec18,,,
render,動詞,を（ある状態に）する；（援助など）を与える,Sec18,,,
plunge,名詞,（～に）（を）突っ込む（into）；没頭する；陥る,Sec18,,,
surrender,動詞,を放棄する，引き渡す；（～に）屈する（to）,Sec18,,,
plug,動詞,〔plug inで〕のプラグを電源に差し込む；を（～で）ふさぐ（with）,Sec18,,,
suck,名詞,（を）吸う；（を）しゃぶる,Sec18,,,
mock,動詞,をばかにする（≒ make fun of）；のまねをしてからかう,Sec18,,,
tease,動詞,（を）からかう；をいじめる,Sec18,,,
soothe,動詞,をなだめる；を和らげる,Sec18,,,
stain,動詞,を汚す；に着色する,Sec18,,,
shun,動詞,を避ける,Sec18,,,
stumble,名詞,よろけながら歩く；（～に）つまずく（on / over）,Sec18,,,
flush,動詞,を紅潮させる；を水で流す；紅潮する,Sec18,,,
impair,動詞,を損なう,Sec18,,,
presume,動詞,と思う；と推定する；を前提とする,Sec18,,,
contend,動詞,と主張する；競う,Sec18,,,
roar,名詞,うなる，ほえる；大笑いする,Sec18,,,
haunt,動詞,（記憶・考えなどが）につきまとう；（幽霊などが）に出る；によく行く,Sec18,,,
divert,動詞,（注意など）をそらす；を迂回させる；（資金など）を転用する,Sec18,,,
await,動詞,を待つ（≒ wait for）,Sec18,,,
fetch,動詞,を（行って）持って［連れて］くる,Sec18,,,
unify,動詞,を統合［統一］する；統一される,Sec18,,,
inspect,動詞,を点検する；を視察する,Sec18,,,
entail,動詞,を伴う，引き起こす；（...すること）を含む（doing）,Sec18,,,
tactics,名詞,作戦，方策；戦術，戦法,Sec18,,,
feat,名詞,偉業，功績；妙技,Sec18,,,
prestige,形容詞,名声；〔形容詞的に〕名声のある,Sec18,,,
analogy,名詞,類推；類似,Sec18,,,
conscience,名詞,良心；分別,Sec18,,,
textile,形容詞,織物；繊維（産業）,Sec18,,,
deficit,名詞,赤字，不足；欠陥,Sec18,,,
plague,名詞,疫病；（害虫などの）異常発生,Sec18,,,
hazard,名詞,危険（要素）；偶然,Sec18,,,
metabolism,名詞,（新陳）代謝，代謝作用,Sec18,,,
paralysis,名詞,麻痺；〔比喩的に〕麻痺（状態）,Sec18,,,
grid,名詞,（電気などの）供給網；格子（模様）；碁盤目,Sec18,,,
carriage,名詞,馬車；車両（＝ 【米】car）；立ち居振舞い；【英】輸送,Sec18,,,
friction,名詞,不和；摩擦,Sec18,,,
rebel,名詞,反逆者,Sec18,,,
regime,名詞,政権，政体；体制,Sec18,,,
monopoly,副詞,独占（権）,Sec18,,,
staple,名詞,必需食品；主要産物,Sec18,,,
merchandise,動詞,商品,Sec18,,,
vendor,名詞,物売り，行商人；自動販売機,Sec18,,,
supervisor,名詞,監督者；指導教員,Sec18,,,
predecessor,形容詞,前任者（⇔ successor 後継者）；前のもの,Sec18,,,
personnel,名詞,〔集合的に〕職員，社員,Sec18,,,
vessel,名詞,船舶；容器；（体液が通る）脈管,Sec18,,,
liver,名詞,肝臓,Sec18,,,
duration,名詞,（時間の）継続，持続（時間）,Sec18,,,
certificate,形容詞,証明書；免許状,Sec18,,,
geometry,名詞,幾何学,Sec18,,,
symmetry,名詞,（左右）対称（⇔ asymmetry 非対称）；調和,Sec18,,,
biography,名詞,伝記,Sec18,,,
masterpiece,名詞,傑作,Sec18,,,
rhyme,名詞,押韻詩；韻；〔通例～s〕詩歌,Sec18,,,
premium,名詞,保険料；プレミア；景品,Sec18,,,
breakdown,名詞,崩壊；（神経）衰弱；故障；内訳,Sec18,,,
courtesy,名詞,礼儀正しさ；好意；優遇,Sec18,,,
protocol,名詞,（条約）議定書；外交儀礼；プロトコル,Sec18,,,
specimen,動詞,標本；実例,Sec18,,,
thesis,名詞,論文；命題，テーゼ,Sec18,,,
eligible,形容詞,適格の，資格のある；（結婚相手として）望ましい,Sec18,,,
intrinsic,形容詞,固有の，本質的な（⇔ extrinsic 非本質的な）,Sec18,,,
diligent,形容詞,勤勉な；入念な,Sec18,,,
vocational,形容詞,職業の，職業訓練の（ための）,Sec18,,,
bankrupt,名詞,破産宣告を受けた；破綻している,Sec18,,,
stern,名詞,厳しい；いかめしい,Sec18,,,
stubborn,形容詞,頑固な，強情な（≒ obstinate）；手に負えない,Sec18,,,
maternal,形容詞,母の，母親らしい（⇔ paternal 父の）；妊婦の,Sec18,,,
fertile,形容詞,肥沃な（⇔ barren 不毛の）；多産の,Sec18,,,
ripe,名詞,熟した；成熟した,Sec18,,,
stiff,名詞,硬直した，凝った；堅い,Sec18,,,
obsolete,名詞,廃れた，使われなくなった；古くなった,Sec18,,,
vacant,形容詞,空いている,Sec18,,,
acoustic,形容詞,音響の；聴覚の；（楽器が）アコースティックの,Sec18,,,
preliminary,形容詞,予備の，準備の,Sec18,,,
approximate,形容詞,おおよその,Sec18,,,
implicit,名詞,暗黙の（⇔ explicit ⇒ 1598）；内在する,Sec18,,,
punctual,形容詞,時間を守る,Sec18,,,
compatible,形容詞,矛盾しない；互換性のある；気が合う,Sec18,,,
ample,形容詞,十分すぎるほどの；広い,Sec18,,,
pervasive,形容詞,隅々に広がった；浸透する；充満する,Sec18,,,
ubiquitous,形容詞,至る所にある,Sec18,,,
deduce,動詞,を推測する，演繹する,Sec19,,,
simulate,動詞,を模擬実験する；を装う；をまねる,Sec19,,,
merge,動詞,（を）合併する；を融合させる；溶け込む,Sec19,,,
penetrate,形容詞,（に）浸透する；（に）進出する；（を）貫く；（を）見抜く,Sec19,,,
cater,名詞,（の）料理をまかなう；（要望などに）応える,Sec19,,,
assault,動詞,に暴行する；を攻撃する,Sec19,,,
torture,動詞,を拷問にかける；を苦しめる,Sec19,,,
bleed,名詞,出血する,Sec19,,,
erect,動詞,を建てる；を直立させる,Sec19,,,
cherish,動詞,を大切にする；を心に抱く,Sec19,,,
arouse,動詞,（感情など）を引き起こす；を目覚めさせる,Sec19,,,
doom,形容詞,〔通例受身形で〕運命にある,Sec19,,,
mourn,名詞,（を）悼む（≒ grieve）；（を）嘆く,Sec19,,,
dread,動詞,をひどく恐れる,Sec19,,,
nourish,動詞,に栄養を与える；をはぐくむ,Sec19,,,
inject,動詞,（人）に注射する，を注入する；を導入する,Sec19,,,
swear,名詞,（～を）ののしる（at）；（を）誓う（≒ vow）,Sec19,,,
bid,名詞,（～に）の値をつける（for ⇒ on）；（挨拶）を述べる,Sec19,,,
corrupt,動詞,を堕落させる；を買収する；堕落する,Sec19,,,
preoccupy,名詞,の心を奪う，を夢中にさせる,Sec19,,,
browse,名詞,（を）拾い読みする；（を）閲覧する；（商品など）を見て歩く,Sec19,,,
compile,動詞,を編集する；（資料など）をまとめる,Sec19,,,
allocate,動詞,を割り当てる，分配する,Sec19,,,
offset,動詞,を相殺する，埋め合わせる；をオフセット印刷にする,Sec19,,,
restrain,動詞,を制止する；を規制する,Sec19,,,
comply,副詞,従う，応じる,Sec19,,,
expire,名詞,期限が切れる,Sec19,,,
embark,名詞,（～に）乗り出す（on）；乗船［搭乗］する,Sec19,,,
flap,動詞,パタパタ動く；羽ばたく（≒ flutter）；をパタパタ動かす,Sec19,,,
furnish,動詞,に（～を）備えつける（with）,Sec19,,,
forge,動詞,を偽造する；（関係など）を築く；を鍛造する,Sec19,,,
thrust,動詞,を押しつける；を突き刺す；押し進む,Sec19,,,
dispatch,動詞,を派遣する；を発送する；を処理する,Sec19,,,
resent,動詞,に憤慨する,Sec19,,,
reconcile,動詞,を（～と）一致させる（with）；を和解させる,Sec19,,,
allege,動詞,を主張する,Sec19,,,
oppress,動詞,を抑圧［迫害］する；を悩ませる,Sec19,,,
expel,動詞,を追放する；を吐き出す,Sec19,,,
ascend,名詞,（を）上がる（⇔ descend ⇒ 1337）,Sec19,,,
commence,動詞,始まる；を開始する；...し始める（to do / doing）⇒ commence work 仕事［作業］を始める,Sec19,,,
advent,形容詞,〔the ～〕出現，到来,Sec19,,,
reign,名詞,治世；統治,Sec19,,,
diplomacy,名詞,外交（的手腕）,Sec19,,,
embassy,名詞,大使館；大使一行,Sec19,,,
exile,形容詞,亡命（者）；（国外）追放,Sec19,,,
refuge,名詞,避難（所）；保護,Sec19,,,
plight,名詞,窮状（＝ predicament）；（悪い）状態,Sec19,,,
solitude,名詞,ひとりでいること；孤独,Sec19,,,
fallacy,名詞,誤った考え，誤信；錯誤,Sec19,,,
latitude,名詞,緯度；（行動・思想などの）許容範囲,Sec19,,,
eclipse,名詞,（日食・月食などの）食；（名声などの）失墜,Sec19,,,
basin,名詞,流域；盆地，海盆；洗面器［台］,Sec19,,,
erosion,名詞,浸食；衰退,Sec19,,,
archaeology,名詞,考古学,Sec19,,,
errand,名詞,（人の）使い，使い走り；用件,Sec19,,,
mercy,名詞,慈悲；〔通例a ～〕幸運,Sec19,,,
rhetoric,形容詞,修辞（法）；美辞麗句,Sec19,,,
verse,名詞,韻文（⇔ prose 散文）；詩,Sec19,,,
congestion,名詞,混雑,Sec19,,,
sewage,名詞,下水,Sec19,,,
complement,形容詞,（～の）補完物，補足（to）；（文法の）補語,Sec19,,,
subsidy,名詞,補助金；報奨金,Sec19,,,
mortgage,名詞,住宅ローン；抵当（権）,Sec19,,,
attorney,名詞,【米】 弁護士；代理人,Sec19,,,
outfit,名詞,衣装一式；装備［道具］一式；組織,Sec19,,,
bulk,名詞,〔the ～〕（～の）大半（of）；大きさ；大量,Sec19,,,
reunion,名詞,再会（の集い）；再結合,Sec19,,,
synthesis,名詞,合成；総合（⇔ analysis ⇒ 363）,Sec19,,,
mold,名詞,鋳型；鋳物；性格；かび,Sec19,,,
thirst,名詞,（のどの）渇き；（～に対する）渇望（for）,Sec19,,,
greed,名詞,強欲,Sec19,,,
bribe,名詞,賄賂,Sec19,,,
contempt,名詞,軽蔑；恥辱,Sec19,,,
texture,名詞,感触，手触り；本質；質感,Sec19,,,
orphan,名詞,孤児,Sec19,,,
harassment,形容詞,嫌がらせ，ハラスメント,Sec19,,,
hay,名詞,干し草,Sec19,,,
doctrine,名詞,教義；【米】（政策上の）主義,Sec19,,,
holistic,形容詞,全体論の；（医療が）ホリスティックの,Sec19,,,
liable,形容詞,しがちな；（～を）受けやすい（to）；責任がある,Sec19,,,
earnest,形容詞,まじめな，熱心な,Sec19,,,
intelligible,形容詞,（簡単に）理解できる,Sec19,,,
abrupt,名詞,突然の（≒ sudden）,Sec19,,,
reckless,形容詞,無謀な；（～を）顧みない（of）,Sec19,,,
furious,形容詞,激怒した；猛烈な,Sec19,,,
eloquent,形容詞,雄弁な；説得力のある,Sec19,,,
juvenile,形容詞,青少年の,Sec19,,,
notorious,形容詞,悪名高い（≒ infamous）,Sec19,,,
timid,形容詞,臆病な；内気な,Sec19,,,
humid,名詞,湿気のある（≒ muggy 蒸し暑い）,Sec19,,,
contagious,形容詞,感染（性）の；病気を伝染する,Sec19,,,
cynical,形容詞,冷笑的な，皮肉な,Sec19,,,
dumb,形容詞,ばかげた；口のきけない；無言の,Sec19,,,
monotonous,形容詞,単調な,Sec19,,,
perpetual,形容詞,永続的な；ひっきりなしの,Sec19,,,
dizzy,名詞,目まいがする；当惑した,Sec19,,,
weary,形容詞,疲れ果てた；（～に）うんざりした（of）,Sec19,,,
numb,形容詞,麻痺した，無感覚な；ぼう然とした,Sec19,,,
mortal,形容詞,致命的な（≒ fatal）；死すべき（運命の）（⇔ immortal 不死の）,Sec19,,,
zealous,形容詞,熱心な；熱狂的な,Sec19,,,
